,job_title,adv_job_title,description_languages,description_tools,description_databases,description_softskills,description_experience,description_qualification
2785,product development scientist,data scientist,[],['excel'],[],"['accuracy', 'discipline', 'discipline', 'communication', 'communication']",['1 year'],['bachelor']
2786,developer data engineer big data,data engineer,"['sql', 'python', 'java']","['apache', 'spark', 'apache spark']","['hive', 'hive']","['communication', 'scheduling', 'management', 'communication', 'collaboration', 'verbal communication']",[],[]
2787,data engineer big datahadoop,data engineer,"['sql', 'python', 'java']","['apache', 'spark', 'apache spark']","['hive', 'hive']","['communication', 'scheduling', 'management', 'communication', 'collaboration', 'verbal communication']",[],[]
2788,application vulnerability governance lead data analyst,data analyst,"['sql', 'sql']","['cognos', 'tableau', 'oracle', 'excel', 'business intelligence', 'business intelligence']","['oracle', 'sql server']","['responsibility', 'management', 'management', 'management', 'management', 'organization', 'management', 'discipline', 'multi tasking', 'computer science']",[],"['bachelor', 'bachelor degree']"
2789,supply chain analytics consultant ft,data analyst,[],"['mode', 'bi', 'sisense', 'bi', 'sap', 'power bi']",[],"['analytics', 'analytics', 'analytics', 'organization', 'responsibility', 'responsibility', 'planning', 'analytics', 'presentation', 'customer', 'industrial engineering']",['2 year'],['bachelor']
2790,big data engineer,data engineer,"['scala', 'python']","['spark', 'spark']",['hive'],"['analytics', 'communication', 'organization', 'communication', 'organization', 'verbal communication', 'decision making']",['8 year'],['bachelor']
2791,big datamachine learning engineer,data engineer,"['java', 'scala', 'python', 'python', 'perl', 'javascript', 'sql', 'shell']",['spark'],"['aws', 'azure']",['management'],"['3 year', '2+ year', '3+ year', '3+ year', '2+ year', '2+ year', '2+ year', '2+ year']",[]
2792,senior data engineer,data engineer,['sql'],"['oracle', 'excel', 'business intelligence']",['oracle'],"['responsibility', 'analytics', 'customer', 'planning', 'organization', 'mining', 'mining', 'decision making', 'data mining']",['5 year'],"['bachelor', 'bachelor degree']"
2794,data engineer,data engineer,['sql'],"['ibm', 'ibm']",['sql server'],"['analytics', 'analytics', 'communication', 'scheduling']",['5 year'],[]
2795,sr data engineer dive into big data get plenty pto,data engineer,['javascript'],[],"['mongodb', 'aws', 'mongodb']",['mining'],[],[]
2796,data engineertableaualteryx,others,['sql'],"['tableau', 'tableau', 'tableau']",[],"['management', 'analytics', 'communication', 'team work', 'computer science', 'computer science', 'data modeling', 'written communication', 'problem solving', 'decision making']",['3 year'],['ba degree']
2797,manager data scienceanalytics,others,"['sql', 'r', 'python', 'julia', 'sql', 'r', 'python', 'sql', 'javascript']","['sisense', 'excel', 'tableau', 'sisense', 'business intelligence']",[],"['creativity', 'innovation', 'customer', 'analytics', 'analytics', 'planning', 'mining', 'accuracy', 'planning', 'customer', 'analytics', 'mathematics', 'management', 'management', 'communication', 'presentation', 'persuasion', 'communication', 'problem solving', 'data mining', 'computer science']","['4+ year', '4 year', '4 year']","['bachelor', 'master degree']"
2798,data engineer remote,data engineer,['sql'],['ibm'],['sql server'],"['analytics', 'analytics', 'communication', 'scheduling']",['5 year'],[]
2799,sr data engineer hadoop,data engineer,"['scala', 'sql', 'python', 'python', 'scala', 'sql']","['spark', 'apache', 'spark', 'spark']","['pig', 'hive', 'impala', 'hbase', 'cassandra', 'mongodb', 'azure', 'mongo']","['organization', 'responsibility', 'leadership']","['7 year', '5 year', '1 year', '1 year', '7 year', '5 year', '1 year', '1 year']",[]
2800,senior data engineer,data engineer,"['sql', 'python', 'scala', 'java', 'mysql']","['spark', 'oracle', 'spark']","['aws', 'azure', 'redshift', 'aws', 'azure', 'azure', 'aws', 'azure', 'oracle', 'mysql', 'hive', 'impala']","['organization', 'organization', 'management', 'organization', 'innovation', 'management', 'management', 'mathematics', 'curiosity', 'analytics', 'authenticity', 'project management', 'computer science', 'data modeling']","['2+ year', '2+ year']",[]
2801,sr bi data engineer analyst,data analyst,"['java', 'scala', 'python', 'perl', 'javascript']","['apache', 'spark', 'tableau', 'apache', 'talend', 'apache spark']","['aws', 'mongodb', 'redshift', 'aws', 'aws']","['communication', 'responsibility', 'analytics', 'problem solving', 'verbal communication', 'computer science', 'team work']","['5+ year', '3+ year']",[]
2802,data engineer,data engineer,"['scala', 'java', 'python', 'scala', 'r', 'ml', 'ml']",['spark'],"['azure', 'hive', 'azure', 'hive', 'hbase']","['analytics', 'communication', 'computer science', 'critical thinking']","['5 year', '5 year', '5 year', '3 year', '5 year', '4 year']",[]
2803,data engineer,data engineer,[],[],['aws'],"['kpi', 'kpis']",[],[]
2804,senior data architect,others,['sql'],[],[],"['organization', 'logical', 'analytics', 'logical', 'logical', 'planning', 'management', 'mining', 'analytics', 'system analysis', 'computer science', 'data modeling', 'data mining']","['10 year', '5 year', '5 year', '5 year', '5 year']","['bachelor', 'bachelor degree']"
2805,senior principal quantitative researcher sale,others,"['c', 'stata', 'r']",[],[],"['collaboration', 'customer', 'management', 'analytics', 'analytics', 'deductive reasoning', 'problem solving']",[],"['bachelor', 'phd', 'bachelor degree', 'master degree']"
2806,data engineer,data engineer,"['java', 'scala', 'python', 'sql', 'shell', 'python', 'perl', 'javascript']",['spark'],"['aws', 'azure']","['responsibility', 'management']","['3 year', '2 year', '3 year', '3 year', '2 year', '2+ year', '2+ year', '2+ year']",[]
2807,data engineer big data engineer,data engineer,[],[],"['azure', 'aws']",[],[],[]
2808,development analytics manager,data analyst,[],"['excel', 'excel']",[],"['analytics', 'analytics', 'collaboration', 'leadership', 'management', 'analytics', 'management', 'responsibility', 'analytics', 'presentation', 'customer', 'accuracy', 'accuracy', 'management', 'customer', 'management', 'customer', 'tenacity', 'customer', 'customer', 'innovation', 'professionalism', 'flexibility', 'planning', 'analytics', 'decision making']",['3 year'],[]
2810,hadoop data engineer,data engineer,"['sql', 'sql', 'python', 'shell', 'sql']","['spark', 'spark']","['impala', 'hive', 'impala', 'hive', 'impala']","['customer', 'responsibility']","['3+ year', '2+ year']",[]
2811,data analyst it administrator,data analyst,"['sql', 'sql', 'sql']",[],[],"['responsibility', 'planning', 'organization', 'management', 'leadership', 'management', 'management', 'problem solving', 'conflict resolution', 'time management']","['3 year', '3 year', '5 year']",[]
2812,cib qr quantitative research wholesale credit capital modeling quantitative developer vice pr,others,"['python', 'python', 'c++']",[],[],"['analytics', 'management', 'responsibility', 'analytics', 'management', 'problem solving']",[],['phd']
2813,product development scientist entry level food science degree must,data scientist,[],['excel'],[],"['discipline', 'accuracy', 'discipline', 'discipline', 'communication', 'communication']","['1 year', 'five year']",['bachelor']
2814,business analytics manager,data analyst,['sql'],"['oracle', 'excel', 'business intelligence', 'business intelligence']",['oracle'],"['analytics', 'leadership', 'management', 'planning', 'management', 'presentation', 'motivation', 'communication', 'management', 'management', 'leadership', 'mathematics', 'communication', 'management', 'management', 'organization', 'management', 'flexibility', 'customer', 'project management', 'verbal communication', 'conflict resolution', 'project management', 'computer science', 'verbal communication', 'time management']","['3 year', '3 year', '5 year', '3 year', '3 year']","['bachelor', 'bachelor degree']"
2815,big data engineer,data engineer,"['java', 'python', 'scala']",[],[],"['innovation', 'teamwork', 'organization']","['7 year', '5 year', '1 year', '1 year']",[]
2817,developer data engineer,data engineer,"['java', 'scala', 'python', 'sql', 'shell', 'scala', 'java', 'java', 'python', 'perl', 'javascript', 'node', 'scala']","['spark', 'spark', 'apache', 'apache', 'spark', 'spark', 'cognos', 'tableau', 'spark', 'spark', 'splunk']","['hive', 'hbase', 'aws', 'hive', 'mongodb', 'cassandra', 'neo4j']","['customer', 'responsibility', 'organization', 'management', 'management']","['4 year', '4 year', '2 year', '1 year', '2 year', '2 year']",[]
2818,big data engineer,data engineer,[],[],[],[],[],[]
2819,data engineer,data engineer,"['sql', 'sql', 'sql', 'sql', 'sql']",[],"['azure', 'azure', 'aws', 'sql server']","['flexibility', 'collaboration', 'creativity', 'customer', 'commitment', 'management', 'organization', 'data modeling', 'decision making', 'computer science']",['2+ year'],['bachelor']
2820,business strategy planning director data science strategy,data scientist,[],['spark'],"['aws', 'azure']","['coordination', 'management', 'planning', 'responsibility', 'management', 'organization', 'leadership', 'coordination', 'planning', 'planning', 'planning', 'communication', 'analytics', 'analytics', 'management', 'analytics', 'analytics', 'communication', 'presentation', 'business acumen', 'strategic thinking', 'analytical thinking']",[],"['bachelor', 'bachelor degree']"
2821,sr data engineer,data engineer,['scala'],"['spark', 'spark', 'spark', 'spark']","['hive', 'hive']","['analytics', 'analytics', 'analytics', 'management']",[],[]
2822,senior data engineer,data engineer,"['scala', 'java', 'python', 'perl', 'javascript', 'shell', 'sql', 'shell']","['spark', 'spark']","['cassandra', 'hbase', 'mongodb', 'pig', 'hive', 'hbase', 'mongo', 'cassandra']","['customer', 'customer', 'collaboration', 'innovation', 'teamwork', 'responsibility', 'customer', 'customer', 'customer', 'responsibility', 'organization', 'customer', 'organization', 'innovation', 'management']","['2 year', '2 year', '2+ year', '2+ year', '2+ year', '2+ year', '2+ year', '2+ year', '2+ year', '2+ year', '2+ year']","['bachelor', 'bachelor degree', 'master degree']"
2823,corporate senior business intelligence analyst,data analyst,['sql'],"['bi', 'bi', 'bi', 'domo', 'bi', 'bi', 'bi', 'domo', 'tableau', 'bi', 'qlikview', 'cognos', 'business intelligence', 'business intelligence', 'business intelligence', 'power bi']",['sql server'],"['responsibility', 'organization', 'organization', 'teamwork', 'coordination', 'planning', 'mathematics', 'economics', 'discipline', 'analytics', 'communication', 'presentation', 'management', 'responsibility', 'commitment', 'computer science', 'written communication']",['3 year'],['bachelor']
2824,data engineer,data engineer,"['python', 'java', 'sql', 'python', 'shell', 'sql', 'python', 'shell']","['spark', 'tableau', 'bi']","['hive', 'pig', 'impala', 'hive']","['organization', 'organization', 'responsibility', 'management', 'presentation', 'communication', 'leadership', 'verbal communication', 'computer science', 'problem solving']","['7 year', '8 year', '3+ year']","['bachelor', 'bachelor degree']"
2825,principal data engineer,data engineer,"['sql', 'sql', 'python', 'java']","['spark', 'spark']",['hive'],"['analytics', 'responsibility', 'responsibility', 'analytics', 'communication', 'leadership', 'management', 'creativity', 'computer science']",[],"['bachelor', 'bachelor degree']"
2826,sr big data engineer,data engineer,"['sql', 'scala', 'python', 'perl', 'java', 'c', 'r', 'sql']","['excel', 'spark', 'spark']","['aws', 'azure', 'hbase']","['customer', 'innovation', 'customer', 'responsibility', 'economics', 'analytics', 'management', 'management', 'management', 'communication', 'management', 'organization', 'analytics', 'management', 'discipline', 'time management', 'problem solving', 'decision making']",[],"['bachelor', 'bachelor degree']"
2827,data engineer data analyst,data analyst,[],['spark'],['hive'],[],[],[]
2828,principal data scientistfoundational algorithm crm email,others,"['sql', 'python']","['apache', 'spark', 'apache spark']","['hive', 'aws']","['customer', 'planning', 'responsibility', 'analytics', 'responsibility', 'organization', 'customer', 'analytics', 'analytics', 'analytics', 'customer', 'mining', 'economics', 'analytics', 'analytics', 'data mining', 'computer science', 'electrical engineering']",['5+ year'],['phd']
2829,big data engineer cassandra spark,data engineer,[],['spark'],['cassandra'],[],[],[]
2830,test data engineer,data engineer,"['xml', 'sql']",['excel'],[],"['customer', 'customer', 'customer', 'planning', 'communication', 'teamwork']",[],"['bachelor', 'bachelor degree']"
2831,data scientistmachine learning,others,"['ml', 'ml', 'ml', 'python']","['numpy', 'spark']","['aws', 'elasticsearch']","['analytics', 'customer', 'communication', 'presentation', 'computer science', 'electrical engineering']",['3+ year'],['phd']
2832,wifi senior data scientist,data scientist,"['python', 'sql', 'scala']",[],[],"['networking', 'networking', 'responsibility', 'networking', 'customer', 'networking', 'communication', 'communication', 'networking', 'electrical engineering', 'computer science']",[],"['bachelor', 'phd', 'bachelor degree']"
2833,senior data engineer,data engineer,"['sql', 'sql', 'perl', 'python', 'perl', 'shell', 'python', 'sql', 'sql', 'sql']","['talend', 'talend', 'talend', 'talend', 'talend', 'talend']","['azure', 'aws']","['management', 'analytics', 'analytics', 'management', 'management', 'communication', 'project management', 'problem solving', 'critical thinking', 'written communication', 'computer science']","['7 year', '7 year', '3 year']",['bachelor']
2834,data scientist,data scientist,"['ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'python', 'r']",['spark'],[],"['honesty', 'collaboration', 'teamwork', 'organization', 'confidence', 'responsibility', 'kpis', 'analytics', 'customer', 'analytics', 'mining', 'communication', 'data mining', 'written communication', 'computer science', 'electrical engineering']",['5+ year'],['phd']
2835,principal data scientist year experience,data scientist,"['python', 'r']","['panda', 'tableau']",['aws'],"['organization', 'economics', 'decision making', 'computer science']","['5+ year', '3+ year', '3+ year']","['bachelor', 'bachelor degree']"
2836,data engineer,data engineer,"['python', 'java', 'scala']","['spark', 'numpy']",['aws'],"['analytics', 'communication', 'computer science', 'electrical engineering']",['5+ year'],[]
2837,senior data modeler,others,['sql'],"['oracle', 'talend']","['oracle', 'sql server', 'microsoft sql server']","['analytics', 'logical', 'leadership', 'logical', 'logical', 'logical', 'organization', 'customer', 'customer', 'customer', 'customer', 'organization', 'logical', 'communication', 'data modeling', 'data modeling', 'problem solving']","['7 year', '5 year', '5 year', '5 year', '1 year']",['bachelor']
2838,data scientist,data scientist,"['ml', 'javascript', 'python', 'r', 'java', 'scala']",['github'],[],"['organization', 'analytics', 'customer', 'customer', 'mining', 'customer', 'responsibility', 'customer', 'communication', 'data mining', 'computer science', 'electrical engineering', 'written communication', 'electrical engineering']",[],['phd']
2839,principal data scientist,data scientist,"['c', 'c++', 'perl', 'python', 'java', 'python']",[],[],"['commitment', 'planning', 'organization', 'innovation', 'customer', 'customer', 'discipline', 'discipline', 'discipline', 'mathematics', 'management', 'management', 'analytics', 'flexibility', 'customer', 'customer', 'responsibility', 'electrical engineering', 'computer science']","['9 year', '4 year', '2 year']","['bachelor', 'phd', 'bachelor degree', 'master degree']"
2840,proteomics application scientist,data scientist,['r'],[],[],"['management', 'communication', 'organization', 'management', 'communication', 'written communication', 'written communication', 'critical thinking']",['1+ year'],['phd']
2841,senior data scientist,data scientist,"['python', 'scala', 'sql', 'r']",[],[],"['mathematics', 'analytics', 'communication', 'computer science']",['5+ year'],['phd']
2842,principal data scientist sr principal data scientist,data scientist,"['python', 'java', 'c', 'c++', 'python', 'java', 'c', 'c++']",[],[],"['commitment', 'planning', 'organization', 'innovation', 'customer', 'customer', 'discipline', 'discipline', 'mathematics', 'management', 'management', 'analytics', 'flexibility', 'customer', 'customer', 'responsibility', 'electrical engineering', 'computer science']","['10 year', '5 year', '3 year', '9 year', '7 year', '4 year']","['bachelor', 'phd', 'bachelor', 'phd', 'bachelor degree', 'master degree', 'bachelor degree', 'master degree']"
2843,scientistmachine learning engineer applied science,data scientist,"['java', 'c', 'c++', 'python', 'scala']",[],[],"['analytics', 'curiosity', 'responsibility', 'customer', 'innovation', 'mining', 'communication', 'planning', 'analytics', 'innovation', 'problem solving', 'computer science', 'data mining', 'problem solving']",[],['phd']
2844,data scientist,data scientist,"['r', 'python', 'c++']",['spark'],[],"['customer', 'planning', 'planning', 'decision making']",[],['phd']
2845,data scientist,data scientist,"['r', 'python', 'java', 'c', 'c++']",['excel'],[],"['customer', 'customer', 'flexibility', 'scheduling', 'organization', 'management', 'computer science', 'system analysis']",[],['master degree']
2846,lead clinical laboratory scientist cl,data scientist,[],['excel'],[],"['responsibility', 'accuracy']","['5+ year', '3+ year']","['bachelor', 'bachelor degree']"
2847,senior scientistscientist ii ivd,others,['r'],[],[],"['planning', 'collaboration', 'communication', 'computer science', 'critical thinking', 'written communication']",['8 year'],['phd']
2848,data scientist,data scientist,"['python', 'python']",[],[],"['experimentation', 'responsibility', 'management', 'mathematics', 'economics', 'innovation', 'computer science']",['2+ year'],['phd']
2849,machine learning engineer,data engineer,"['python', 'c++', 'java', 'sql', 'sql']",[],[],"['communication', 'mining', 'computer science']",['5+ year'],['phd']
2850,software engineer data scientist cclinuxunix sisw mg,data scientist,"['c', 'c++', 'python', 'python', 'r']",[],[],"['patience', 'discipline', 'mathematics', 'organization', 'responsibility', 'computer science', 'electrical engineering', 'problem solving']",[],[]
2851,data scientist,data scientist,"['r', 'forth']",[],[],"['analytics', 'analytics', 'customer', 'analytics', 'reliability', 'responsibility', 'mining', 'leadership', 'innovation', 'data mining']",[],[]
2852,data scientist,data scientist,"['postgresql', 'python', 'sql']","['panda', 'spark']","['postgresql', 'aws']","['discipline', 'responsibility', 'reliability', 'communication', 'positive attitude', 'computer science']",[],[]
2853,cyber security senior data scientist,data scientist,"['python', 'scala', 'java']",[],[],"['networking', 'responsibility', 'networking', 'communication', 'electrical engineering', 'computer science']",[],"['bachelor', 'phd', 'bachelor degree']"
2854,data scientist,data scientist,"['python', 'r', 'java', 'c++', 'sql']","['sap', 'sap']",[],"['innovation', 'customer', 'creativity', 'economics', 'customer', 'mining', 'customer', 'customer', 'mining', 'mining', 'innovation', 'mining', 'mining', 'mining', 'mining', 'mining', 'management', 'mining', 'mining', 'mining', 'mining', 'mathematics', 'economics', 'kpis', 'innovation', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'computer science']","['5 year', '1 year', '1 year']",['master degree']
2855,data scientist,data scientist,"['python', 'sql', 'r', 'python', 'sql', 'r', 'python', 'java', 'r', 'scala', 'sql', 'sql']",[],"['pig', 'hive', 'pig', 'hive']","['confidence', 'innovation', 'flexibility', 'mining', 'mining', 'communication', 'data mining', 'data mining', 'problem solving']",[],['phd']
2856,lead data scientist,data scientist,"['ml', 'python', 'r', 'sql']",[],[],"['innovation', 'teamwork', 'responsibility', 'economics', 'communication']",['5+ year'],[]
2857,data scientist,data scientist,[],"['apache', 'spark']","['hive', 'pig']","['management', 'mathematics', 'analytics', 'analytics', 'communication', 'communication', 'management', 'verbal communication']",[],[]
2858,data scientist,data scientist,"['sql', 'r', 'python']",['tableau'],[],"['analytics', 'customer', 'analytics', 'collaboration', 'communication', 'economics', 'experimentation', 'decision making', 'strategic thinking', 'computer science']",[],"['bachelor', 'bachelor degree', 'master degree']"
2859,data scientist,data scientist,"['python', 'sql']","['panda', 'business intelligence']",[],"['customer', 'customer', 'leadership', 'responsibility', 'customer', 'management', 'mining', 'customer service', 'data mining', 'computer science']",['4+ year'],['phd']
2860,data engineer intern remote,data engineer,"['ml', 'python', 'r', 'sql']",['business intelligence'],"['aws', 'azure']","['analytics', 'analytics', 'communication', 'problem solving', 'critical thinking', 'written communication']",[],[]
2861,data scientist,data scientist,"['r', 'python']",[],['hive'],"['mining', 'data mining', 'computer science', 'computer science']",['2+ year'],['phd']
2862,sap material master data analyst temp,data analyst,[],"['sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'sap', 'sap']",[],"['customer', 'commitment', 'generosity', 'innovation', 'customer', 'leadership', 'innovation', 'communication', 'management', 'discipline', 'kpis', 'collaboration', 'management', 'management', 'responsibility', 'management', 'planning', 'management', 'communication', 'oral communication', 'project management', 'problem solving', 'written communication', 'problem solving']",['5 year'],"['bachelor', 'bachelor degree']"
2863,data scientist,data scientist,"['python', 'sql', 'java', 'javascript']",['spark'],['hive'],"['mining', 'analytics', 'responsibility', 'mining', 'management', 'mining', 'mining', 'communication', 'management', 'data mining', 'data mining', 'data mining', 'data mining']","['two year', '2+ year']",['phd']
2864,data scientist,data scientist,"['python', 'r']",[],[],"['innovation', 'discipline', 'electrical engineering', 'computer science']",['6+ year'],['phd']
2865,big data engineer,data engineer,"['scala', 'java', 'python']","['spark', 'numpy']","['hive', 'mongo', 'redshift', 'dynamodb']","['customer', 'management', 'customer', 'customer', 'reliability', 'analytics', 'communication', 'computer science']",['3+ year'],[]
2866,data scientist,data scientist,"['r', 'python']",[],[],"['innovation', 'discipline', 'discipline']",[],[]
2867,data scientist,data scientist,"['sql', 'python']",[],"['hive', 'redshift']","['creativity', 'communication']",['2+ year'],['phd']
2868,data scientist,data scientist,"['python', 'c', 'c++']",['tableau'],[],"['mining', 'presentation', 'communication', 'presentation', 'responsibility', 'data mining', 'problem solving', 'computer science']",[],['phd']
2869,data scientist,data scientist,"['python', 'r']",[],[],"['reliability', 'communication', 'reliability', 'computer science']",['2 year'],[]
2870,data scientist,data scientist,"['python', 'scala', 'sql', 'r']",[],[],"['mathematics', 'analytics', 'computer science']",['3+ year'],"['phd', 'master degree']"
2871,data scientist,data scientist,"['python', 'r', 'java', 'c++', 'sql']","['sap', 'sap', 'sap', 'sap', 'sap', 'sap']",[],"['innovation', 'customer', 'creativity', 'economics', 'customer', 'mining', 'customer', 'customer', 'mining', 'mining', 'innovation', 'mining', 'mining', 'mining', 'mining', 'mining', 'management', 'mining', 'mining', 'mining', 'mining', 'mathematics', 'economics', 'kpis', 'commitment', 'innovation', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'computer science']","['5 year', '1 year', '1 year']","['bachelor', 'bachelor degree', 'master degree']"
2872,machine learning scientist engineer,data scientist,"['ml', 'ml', 'ml']",[],[],"['customer', 'innovation', 'innovation', 'computer science']",[],['phd']
2873,data scientist,data scientist,"['r', 'python', 'sql']",['spark'],[],[],[],[]
2874,data scientist,data scientist,"['ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml', 'ml']",[],[],"['responsibility', 'communication', 'written communication']",[],[]
2875,data scientist,data scientist,"['java', 'python', 'r']",[],"['cassandra', 'hbase', 'hive', 'pig']","['analytics', 'mining', 'creativity', 'management', 'mining', 'communication', 'collaboration', 'data mining', 'computer science', 'data mining']",['3+ year'],['phd']
2876,data scientist,data scientist,"['c', 'ml', 'ml', 'ml', 'ml', 'python', 'ml', 'postgresql', 'python', 'python']","['numpy', 'panda', 'github']",['postgresql'],"['discipline', 'scheduling']",['2+ year'],"['phd', 'bachelor']"
2877,data scientist product analytics,data science analyst,"['sql', 'sql']","['excel', 'excel']",[],"['commitment', 'customer', 'analytics', 'responsibility', 'leadership', 'presentation', 'kpis', 'analytics', 'economics', 'organization', 'decision making', 'problem solving']",['4+ year'],"['bachelor', 'master degree']"
2878,data scientist,data scientist,"['sql', 'python', 'r']",['spark'],['hive'],"['responsibility', 'collaboration', 'accuracy', 'customer', 'accuracy', 'analytics', 'computer science', 'electrical engineering']","['2+ year', '2+ year']",[]
2879,data scientist,data scientist,"['c++', 'c', 'java', 'python', 'r']",[],[],"['responsibility', 'management', 'mining', 'customer', 'management', 'management', 'creativity', 'commitment', 'communication', 'management', 'communication', 'management', 'data mining', 'computer science', 'written communication', 'problem solving', 'decision making', 'written communication']",[],['bachelor']
2880,data scientist,data scientist,"['python', 'r']",[],[],"['analytics', 'management', 'analytics', 'mathematics']",['3 year'],['phd']
2881,data scientist,data scientist,"['r', 'sql', 'python', 'scala', 'java', 'c++']",['business intelligence'],[],"['communication', 'presentation', 'computer science']",[],[]
2882,data scientist,data scientist,"['r', 'python']",[],[],"['economics', 'customer', 'organization', 'customer', 'discipline', 'customer service']",[],['phd']
2883,data scientist individual contributor team lead,data scientist,"['python', 'c']",[],[],[],[],"['phd', 'phd']"
2884,data scientist,data scientist,"['python', 'r', 'sql', 'python', 'c++', 'java', 'xml']","['splunk', 'splunk', 'splunk', 'tableau', 'bi']","['aws', 'redshift', 'dynamodb', 'hive', 'mongodb', 'cassandra', 'hbase', 'redis']","['customer', 'mining', 'communication', 'analytics', 'customer', 'communication', 'data mining', 'written communication', 'verbal communication']","['4+ year', '5+ year', '2+ year', '2+ year', '2+ year', '1+ year']",[]
2885,data scientist,data scientist,"['r', 'php', 'python', 'sql', 'sql', 'r', 'stata', 'python', 'php']","['tableau', 'tableau', 'numpy', 'panda']",[],"['responsibility', 'analytics', 'organization', 'analytics', 'leadership', 'analytics', 'responsibility', 'communication', 'organization', 'leadership', 'leadership', 'mentorship', 'analytics', 'mathematics', 'management', 'management', 'presentation', 'computer science', 'project management']","['3+ year', '3+ year', '3+ year', '3+ year', '3+ year', '3+ year', '2+ year']",[]
2886,senior machine learning engineer,data engineer,"['python', 'c++', 'java', 'sql', 'sql']",[],[],"['communication', 'mining', 'computer science']",['5+ year'],['phd']
2887,data scientist machine learning,data scientist,['python'],[],[],"['innovation', 'customer', 'organization', 'responsibility', 'storytelling', 'economics', 'mathematics', 'computer science']",['4+ year'],['phd']
2888,data scientist,data scientist,"['r', 'python', 'shell', 'java', 'scala', 'c', 'c++']","['spark', 'tableau']",['hive'],"['responsibility', 'mining', 'customer', 'analytics', 'mining', 'mining', 'communication', 'data mining', 'data mining', 'data mining', 'computer science', 'computer science']","['2+ year', '2 year']",['phd']
2889,sr data scientist,data scientist,"['sql', 'sql', 'r', 'python']","['bi', 'bi', 'tableau', 'looker']",[],"['organization', 'innovation', 'confidence', 'creativity', 'innovation', 'teamwork', 'analytics', 'communication', 'management', 'discipline', 'economics', 'time management']",['3 year'],[]
2890,data scientist,data scientist,[],[],[],[],[],[]
2891,data scientist customer success,data scientist,['sql'],['excel'],[],"['innovation', 'customer', 'organization', 'customer', 'analytics', 'customer', 'customer', 'leadership', 'customer', 'presentation', 'analytics', 'economics']",['4+ year'],"['bachelor', 'master degree']"
2892,principal scientist director real world evidence analytics innovation,data science analyst,[],[],[],"['commitment', 'responsibility', 'analytics', 'analytics', 'analytics', 'collaboration', 'analytics', 'organization', 'responsibility', 'presentation', 'presentation', 'communication', 'collaboration', 'economics', 'discipline', 'responsibility']",['5 year'],['phd']
2893,machine learning engineerscientist,others,"['python', 'shell', 'sql', 'sql']",['github'],['aws'],"['mathematics', 'computer science', 'problem solving']",['4 year'],['phd']
2894,data scientist,data scientist,"['r', 'python', 'sql']",[],[],"['mentorship', 'teamwork', 'computer science']",[],[]
2895,aiml machine learning scientist siri understanding,data scientist,"['c++', 'python']",[],[],"['management', 'computer science']",[],['phd']
2896,machine learning scientist,data scientist,"['python', 'r', 'ml']",[],[],"['organization', 'organization', 'planning', 'responsibility', 'economics', 'customer', 'analytics', 'communication', 'organization', 'computer science']",['2+ year'],['phd']
2897,data analyst,data analyst,"['python', 'r', 'sql', 'python', 'r', 'sql']","['bi', 'tableau', 'excel', 'bi', 'tableau', 'excel', 'business intelligence', 'business intelligence']",[],['analytics'],"['3+ year', '3+ year']","['bachelor', 'bachelor', 'bachelor degree', 'bachelor degree']"
2898,data scientist,data scientist,"['mysql', 'r', 'python']",['spark'],"['hive', 'mysql', 'cassandra']","['customer', 'communication', 'customer', 'mining', 'mining', 'customer service', 'data mining']",[],['bachelor']
2899,data scientist ml evaluation health sensing,data scientist,"['python', 'r', 'sql']",['spark'],[],"['customer', 'confidence', 'organization', 'mathematics', 'communication', 'responsibility', 'innovation', 'commitment', 'computer science', 'computer science']",['3+ year'],['phd']
2900,data science engineer,data scientist,"['ml', 'ml', 'python', 'java', 'scala', 'c++', 'postgresql', 'mysql', 'c', 'c']","['apache', 'spark', 'apache', 'apache', 'apache spark']","['postgresql', 'mysql', 'cassandra', 'mongodb']","['analytics', 'communication', 'management']","['3 year', '6 year', '1 year']","['bachelor', 'bachelor', 'phd', 'bachelor degree', 'bachelor degree']"
2901,senior data engineer,data engineer,"['sql', 'java', 'python', 'scala']",['spark'],[],"['responsibility', 'reliability', 'computer science']",['4+ year'],[]
2902,senior data scientist,data scientist,"['python', 'java', 'scala', 'ml', 'sql', 'python', 'java', 'scala']",['spark'],[],"['imagination', 'communication', 'collaboration', 'responsibility', 'leadership', 'communication', 'computer science', 'computer science', 'decision making']",[],['phd']
2903,senior data scientist,data scientist,"['python', 'r', 'sql']","['bi', 'tableau', 'power bi']",[],"['analytics', 'analytics', 'analytics', 'mathematics', 'discipline', 'computer science', 'problem solving']",['4 year'],['phd']
2904,machine learning engineer,data engineer,"['python', 'ml', 'python', 'r']",[],[],"['analytics', 'economics', 'computer science']",['3+ year'],[]
